Observation id,Observation date,Description,Observation type,Source,Total duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,EventType,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,StartFrame,EndFrame,Image file path start,Image file path stop,Comment start,Comment stop,ActualStartFrame,ActualEndFrame,indexStart,indexEnd
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,cup interaction,Not defined,,STATE,1978.533,2015.1,36.567,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,118712,120906,,,,,118713,120907,4946244,5037658
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,cup interaction,Not defined,,STATE,2040.95,2041.533,0.583,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,122457,122492,,,,,122458,122493,5102281,5103739
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,2045.683,2051.767,6.084,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,122741,123106,,,,,122742,123107,5114114,5129322
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,cup interaction,Not defined,,STATE,2052.067,2059.1,7.033,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,123124,123546,,,,,123125,123547,5130072,5147655
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,cup interaction,Not defined,,STATE,2060.767,2215.667,154.9,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,123646,132940,,,,,123647,132941,5151821,5539061
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,epoch,Not defined,novel end,POINT,2389.183,2389.183,,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,143351,143351,,,,,143352,143352,5972841,5972841
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,epoch,Not defined,rest start,POINT,2416.317,2416.317,,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,144979,144979,,,,,144980,144980,6040672,6040672
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,2493.117,2494.817,1.7,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,149587,149689,,,,,149588,149690,6232667,6236917
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,2507.433,2507.783,0.35,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,150446,150467,,,,,150447,150468,6268458,6269333
7742_SSintro,07:22.5,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,3690.517,3690.533,60,No focal subject,2316.972,sleeping,Not defined,,STATE,2642.983,2648.1,5.117,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7742_SSintro_Jan28.mp4,158579,158886,,,,,158580,158887,6607324,6620115
