Observation id,Observation date,Description,Observation type,Source,Total duration,Media duration (s),FPS (frame/s),Subject,Observation duration by subject by observation,EventType,Behavioral category,Modifier #1,Behavior type,Start (s),Stop (s),Duration (s),Media file name,StartFrame,EndFrame,Image file path start,Image file path stop,Comment start,Comment stop,ActualStartFrame,ActualEndFrame,indexStart,indexEnd
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1602.133,1603.217,1.084,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,96128,96193,,,,,96647,96712,4032613,4035321
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1603.283,1639.75,36.467,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,96197,98385,,,,,96716,98904,4035488,4126652
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1640.783,1642.7,1.917,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,98447,98562,,,,,98966,99081,4129235,4134027
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1642.717,1647.05,4.333,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,98563,98823,,,,,99082,99342,4134069,4144902
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1648.183,1649.717,1.534,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,98891,98983,,,,,99410,99502,4147735,4151568
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1649.75,1659.267,9.517,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,98985,99556,,,,,99504,100075,4151652,4175442
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1659.517,1661.2,1.683,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,99571,99672,,,,,100090,100191,4176068,4180276
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1661.367,1689.283,27.916,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,99682,101357,,,,,100201,101876,4180692,4250482
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1689.767,1690.233,0.466,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,101386,101414,,,,,101905,101933,4251690,4252857
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,touching/social contact,Not defined,,STATE,1690.333,1850.1,159.767,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,101420,111006,,,,,101939,111525,4253107,4652513
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1860.517,1861.65,1.133,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,111631,111699,,,,,112150,112218,4678554,4681387
7744_PartnerIntro,20:58.2,,Media file,player #1:C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,3600.617,3600.633,60,No focal subject,968.133,social interaction,Not defined,pro-social,STATE,1866.767,1869.85,3.083,C:/Users/winth/OneDrive - UCB-O365/Desktop/Neuropixels Videos/7744_PartnerIntro_025425.mp4,112006,112191,,,,,112525,112710,4694179,4701887
